,productId,productNumber,status,productUpdateDate,owningOrganisationId,owningOrganisationNumber,owningOrganisationName,productName,productDescription,productCategoryId,productImage,boundary,addresses,score,productPixelURL,category,product_types,nextOccurrence
10,642d63f7820b7c51375a9527,SY0001437,ACTIVE,Tue Apr 11 2023 09:12:22 GMT+0400 (+04),640efaa99994cc1382e2cce6,OR0001103,JA Enchanted Island Resort,JA Enchanted Waterfront,"Discover all the beautiful island of Mahé has to offer at JA Enchanted Waterfront. Ideally situated on the East Coast & close to Eden Plaza, JA Enchanted Waterfront is only 5 km away from Seychelles International Airport. With 2 out of 4 luxurious Waterfront Villas equipped with 3 ensuite bedrooms and a fully serviced kitchen, 3 Lodge Rooms, and a poolside bistro, you will feel right at home at JA Enchanted Waterfront.",ACCOMM,"https://assets.parrapi.com/images/00f838b3f3ac049a528375abb6f80b80.jpeg?rect=0,0,2048,1536&w=280&h=210&rot=360","-4.6393493,55.4696972","[{'address_type': 'PHYSICAL', 'address_line': 'Providence Highway, Seychelles', 'address_line2': 'JA Enchanted Waterfront', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Providence', 'city': '', 'state': 'Roche Caiman', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=642d63f7820b7c51375a9527&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
11,649cf596fa9b48597f533ef1,SY0001673,ACTIVE,Thu Jun 29 2023 23:01:16 GMT+0400 (+04),649cf4b318cbf41b911b471b,OR0001271,Kaz Ladouceur ,Kaz Ladouceur,"Escape to the idyllic paradise of La Digue and experience the ultimate getaway at Kaz Ladouceur, a charming bed and breakfast that offers a perfect blend of comfort and natural beauty. Immerse yourself in serenity as you relax in our delightful garden or unwind on the inviting terrace. Stay connected with complimentary WiFi throughout the property. Our thoughtfully designed units feature modern amenities such as air conditioning, a flat-screen TV, and a fully equipped kitchen, ensuring a seamless stay. Discover the island's wonders with exhilarating cycling adventures right at your doorstep. Indulge in the splendor of nearby Anse La Reunion Beach and Anse Severe Beach, or embark on captivating boat trips from La Digue Marina. Kaz Ladouceur beckons you to experience a slice of paradise in style.",ACCOMM,"https://assets.parrapi.com/images/c1072dee23878af933b36082ee922ef7.jpeg?rect=0,0,4080,3060&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Apartments', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=649cf596fa9b48597f533ef1&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
12,64df1658b6981c2dbeb08c29,SY0001863,ACTIVE,Mon Aug 21 2023 09:09:53 GMT+0400 (+04),64df15cdf08cd63e7b30dc1c,OR0001439,Kaz Leotel,Kaz Leotel,"Welcome to our small tourism establishment! We offer two cozy rooms for rent that are perfect for tourists. Our establishment is situated in a beautiful garden, that is perfect for relaxing and enjoying. Our rooms are clean and comfortable, and we offer all the amenities you need to make your stay enjoyable. Whether you are here for business or pleasure, we're here to make your stay as comfortable as possible.",ACCOMM,"https://assets.parrapi.com/images/9f3371b1ed9f8cb5a4266b57fb8459a2.jpeg?rect=0,875,3000,2250&w=280&h=210&rot=360","-4.358013146036328,55.827648639678955","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Building', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': 'La Digue', 'state': 'La Digue', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=64df1658b6981c2dbeb08c29&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
13,649aa01bc4530c25cb29a851,SY0001629,ACTIVE,Thu Jul 06 2023 09:05:37 GMT+0400 (+04),649a78f718cbf41b911b4618,OR0001216,La Digue Sand Fish Boat Charter,Kelsy Self catering,"Escape to Kelcy Self Catering in La Digue, where warm and inviting accommodations await. Our cozy units feature modern amenities, fully equipped kitchenettes, and a homely atmosphere, making you feel right at home. Explore the pristine beaches and laid-back island vibes of La Digue, then return to relax on your private terrace. Whether it's a romantic getaway or a family vacation, our self-catering accommodations provide the perfect base for your island adventure. Immerse yourself in the beauty of La Digue and create cherished memories. Book now and experience the warmth and comfort of Kelcy Self Catering.",ACCOMM,"https://assets.parrapi.com/images/200605c8da3d0a735c73a832c5cfbba0.jpeg?rect=0,289,2435,1826&w=280&h=210&rot=360","-4.3478359,55.83289869999999","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Island Hopping', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=649aa01bc4530c25cb29a851&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
14,649eec8da5829d71320c238e,SY0001705,ACTIVE,Sat Jul 01 2023 18:35:57 GMT+0400 (+04),649ad19718cbf41b911b466e,OR0001238,LA- DIGUE HOLIDAY VILLA,La Digue Holiday Villa,"Property Description
La Digue Holiday Villa is a sustainable villa in La Digue where guests can make the most of its infinity pool, garden, and terrace. The air-conditioned accommodation is a few steps from Anse La Reunion Beach. The accommodation offers a spa facilities, free Wifi throughout the property, and daily room service.

Offering a balcony with garden views, this villa also has a satellite flat-screen TV, a well-equipped kitchen with a microwave, a toaster, and a fridge, as well as 1 bathroom with a shower and slippers. The property has an outdoor dining area.

There is an on-site coffee shop, and during warmer months you can make use of the barbecue facilities.

A bicycle rental service is available at the villa.

Popular points of interest near La Digue Holiday Villa include Anse Source d'Argent, Anse Severe Beach, and Notre Dame de L’Assomption Church. The nearest airport is Seychelles International Airport, 67.6 km from the accommodation",ACCOMM,"https://assets.parrapi.com/images/58f04301deaf0921101bb50c8351e965.jpeg?rect=0,228,3000,2250&w=280&h=210&rot=360","-4.3592506,55.8231654","[{'address_type': 'PHYSICAL', 'address_line': 'ANSE REUNION', 'address_line2': 'SELF CATERING VILLA', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=649eec8da5829d71320c238e&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
15,64d097db650ff8494fe2c1b4,SY0001836,ACTIVE,Tue Aug 08 2023 10:20:00 GMT+0400 (+04),64d0976918cbf41b911b4a8c,OR0001415,La Diguoise ,La Diguoise,"If you're looking for a relaxing place to stay on La Digue, you should check out La Diguoise guest house. It's a charming and affordable accommodation that offers spacious rooms, delicious breakfast with locally made jams done by the owner,creole cuisine and friendly service. You can enjoy the beautiful garden, the swimming pool, and the nearby beach. La Diguoise guest house is the perfect spot to experience the laid-back vibe of La Digue island.",ACCOMM,"https://assets.parrapi.com/images/f8e278dcdca623f28c677803a1eee27a.jpeg?rect=0,714,2448,1836&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Self Catering', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=64d097db650ff8494fe2c1b4&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
16,649aac0a3b3a4d2a42c40861,SY0001636,ACTIVE,Tue Jun 27 2023 14:34:20 GMT+0400 (+04),649aab90f08cd63e7b30d72e,OR0001230,La Passe Guesthouse,La Passe Guesthouse,"Located within 5 minutes walking distance from Port area, this small family run Guesthouse is a home away from home which offer bed and breakfast. Apart from being close to Port ,you are also within walking distance to Shops, Banks, among others. As a plus beaches with splendid snorkeling spots easily accessible by bicycle.",ACCOMM,"https://assets.parrapi.com/images/0fe686dc547a93828cf013e4e7b2c7fc.jpeg?rect=0,1008,3456,2592&w=280&h=210&rot=360","-4.3478359,55.83289869999999","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': 'La Passe', 'state': 'La Digue', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=649aac0a3b3a4d2a42c40861&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
17,60882b4a479f3062986aa20a,SY0000286,ACTIVE,Thu Aug 31 2023 08:59:21 GMT+0400 (+04),60882825dd398e69cc2187ed,OR0000200,Lalla Panzi Guesthouse ,Lalla Panzi Guesthouse,"Located at Anse aux Pins, this 4-room guesthouse offers total privacy to its guests completing an atmosphere of tranquillity and seclusion by offering its very own beach. Conveniently placed across from a golf course, guests will have easy access to this facility. The construction is of timber and has been designed to capture the sea breeze, so much so that in the cool and airy rooms there is little real need for the air-conditioners. The grounds are neat and well-kept and boast several species of local fruits and flowers. French, English, and German are spoken.",ACCOMM,"https://assets.parrapi.com/images/1ffca65b73da498bf812775ebdb4b936.jpeg?rect=480,0,2880,2160&w=280&h=210&rot=360","30.1409018,-85.7542232","[{'address_type': 'PHYSICAL', 'address_line': 'Main road', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Aux Caps', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=60882b4a479f3062986aa20a&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
18,60598876edb5ed0195405c7c,SY0000143,ACTIVE,Thu Jun 01 2023 08:34:00 GMT+0400 (+04),605979abdd398e69cc218457,OR0000049,Le Relax Hotel and Restaurant ,Le Relax St. Joseph Guest House,"This property is 2 minutes walk from the beach. Located in Grand'Anse Praslin, a 3-minute walk from Grand Anse Praslin Beach, Le Relax St. Joseph Guest House features a garden and views of the garden. The guesthouse features family rooms.

All guest rooms at the guesthouse come with air conditioning, a seating area, a TV with cable channels, a safety deposit box and a private bathroom with a shower, a hairdryer and free toiletries. All rooms include an electric tea pot, while some rooms will provide you with a kitchenette with a fridge. At Le Relax St. Joseph Guest every room has bed linen and towels.

Anse Pasquiere Beach is 2.1 km from the accommodation, while Anse Takamaka Beach is 2.3 km away.

Our guest are gracefully greeted at our nearby Le Relax Beach Resort for swimming, beach access or to simply  to    experience  the food and wine at the restaurant.",ACCOMM,"https://assets.parrapi.com/images/882ac9106743d626be4f0178fd19c7ba.jpeg?rect=0,0,2048,1536&w=280&h=210&rot=360","-4.322282,55.7065255","[{'address_type': 'PHYSICAL', 'address_line': 'St Joseph Estate, Grand Anse Praslin', 'address_line2': '', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Grand Anse', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=60598876edb5ed0195405c7c&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
19,64ef0df601540e355e902cd5,SY0001890,ACTIVE,Thu Aug 31 2023 09:01:15 GMT+0400 (+04),64ef0d8318cbf41b911b4bec,OR0001477,Lucy's Guesthouse,Lucy's Guesthouse,"Lucy’s Guesthouse is located on La Digue Island, Seychelles. A family-run guest house with 4 rooms, and a kitchen on the ground floor.  It is situated within 1.4 miles of Anse Severe Beach and a 13-minute walk from La Digue jetty. The guest house is close to a few shops, around 4-minute walk from Anse La Reunion Beach, 0.6 miles from Anse Source d’Argent, and a 4-minute walk to Notre Dame de L’Assumption Church. The guest house has garden views, and free Wi-Fi is available. The guest house will provide guests with air-conditioned rooms offering a wardrobe, a safety deposit box, a flat-screen TV, and a private bathroom with a walk-in shower. All rooms are provided with a minibar. Transfers and bicycles can be organized upon guests' request. It is a non-smoking guest house, and pets are not allowed on the property.",ACCOMM,"https://assets.parrapi.com/images/6068d41b8a1f7b825391d7d6ad3b5558.jpeg?rect=0,1018,3472,2604&w=280&h=210&rot=360","-4.3592506,55.8231654","[{'address_type': 'PHYSICAL', 'address_line': 'Anse Reunion', 'address_line2': 'Guest House', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=64ef0df601540e355e902cd5&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
20,649c36191f100e7774fd88a8,SY0001671,ACTIVE,Thu Jun 29 2023 22:45:41 GMT+0400 (+04),649c356618cbf41b911b4701,OR0001268,M.T Seaside Apartment ,MJ Seaside Apartment,"Located in La Digue, just less than 1 km from Anse La Reunion Beach, MT Seaside Apartment provides beachfront accommodation with a private beach area, a garden, a terrace and free WiFi. The property features sea and mountain views, and is 1.6 km from Anse Severe Beach.

The apartment provides guests with a balcony, a seating area, cable flat-screen TV, a fully equipped kitchenette with a fridge and a stovetop, and a private bathroom with bidet and a hair dryer. The units at the apartment complex include air conditioning and a desk.

A bicycle rental service is available at the apartment.

La Digue Marina is less than 1 km from MT Seaside Apartment, while Notre Dame de L’Assomption Church is 1.7 km away.",ACCOMM,"https://assets.parrapi.com/images/0aa7ee5158fc2fa4a5e2131afa8656c6.jpeg?rect=0,875,3000,2250&w=280&h=210&rot=360","-4.3478359,55.83289869999999","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Apartment ', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': 'La Passe', 'state': 'La Digue', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=649c36191f100e7774fd88a8&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
21,63468b0eeffa85334e128de6,SY0001248,ACTIVE,Mon Sep 25 2023 11:04:43 GMT+0400 (+04),63468a1a16a967390d77d61e,OR0001009,OCEAN TERRACE,OCEAN TERRACE,"Located on a mountain-top, Ocean Terrace offers a spectacular view of the Anse Royale bay, and southern coast. Surrounded by a thick forest, the hotel offers peace and quiet. Relax at the pool or balcony, and enjoy the view, tranquility and sounds of nature. Friendly and efficient service, to facilitate your stay. 

Beautifully decorated rooms and house. Delicious and plentiful Breakfast, is included in rate. Food delivery on offer, should you wish to dine in.

Due to the hotel's location, renting a car is extremely advantageous. The hotel offers free parking.",ACCOMM,"https://assets.parrapi.com/images/5cc2f58cf38ce3c9205a51f4420eed7e.jpeg?rect=301,0,4848,3636&w=280&h=210&rot=360","-4.732966314371249,55.52044987678528","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Anse Royale', 'city': 'Anse Royale', 'state': 'Anse Royale', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=63468b0eeffa85334e128de6&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ACCOMM,GUESTHOUSE,
