,productId,productNumber,status,productUpdateDate,owningOrganisationId,owningOrganisationNumber,owningOrganisationName,productName,productDescription,productCategoryId,productImage,boundary,addresses,score,productPixelURL
10,644bb9616097541ed83a3b8d,SY0001462,ACTIVE,Fri Jul 21 2023 12:55:20 GMT+0400 (+04),62397a708efe3657366505c2,OR0000588,Hilltop Boutique Hotel ,Hilltop Boutique Hotel - Studio Room,"A place where you immediately feel at home: the wonderful Hilltop Boutique Hotel on Mahe is beautifully located in the middle of nature and yet very central. The white building with its brown window frames blends in perfectly with the wonderful green surroundings on the mountain slope. It has various inviting terrace areas and private balconies that allow views of the garden, the imposing mountain, and the sea shimmering in the distance.

The interior of Hilltop Boutique Hotel is typical of the island, tasteful and contemporary. Many windows, light walls, and pleasantly cooling tiled floors form the subtle framework for its high-quality furniture, made of tropical woods, in all rooms. Colorful home accessories and paintings add a good portion of Seychelles' charm and ensure a consistently friendly, summery atmosphere. The bathrooms with floor-to-ceiling showers are particularly chic and modern. Various terrace areas, as well as the bar and the hotel's own restaurant on the ground floor, invite you to relax and enjoy yourself.

A great combination: your accommodation is surrounded by greenery as you are living in the middle of nature, but you can still easily reach Victoria, the relaxed capital of Mahe.",ACCOMM,"https://assets.parrapi.com/images/9cb12fc38c59a5b6614c7457d4cc7780.jpeg?rect=0,0,4032,3024&w=280&h=210&rot=360","-4.6224719,55.4450557","[{'address_type': 'PHYSICAL', 'address_line': 'Serret Road', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'St Louis', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=644bb9616097541ed83a3b8d&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
11,609e33027d771903bdf106a9,SY0000316,ACTIVE,Thu Jul 13 2023 15:25:17 GMT+0400 (+04),607823cbf086d52289b03b34,OR0000143,Mason's Travel,Indian Ocean Lodge,"Peace. Quiet. Authenticity. Guests of Indian Ocean Lodge can expect nothing less, and probably quite a bit more…

 Tucked away in a quiet corner of Praslin, the Indian Ocean Lodge is an affordable small hotel establishment completely owned, and operated, by Seychellois.

From the cuisine, to the interior décor and the warm faces greeting you at each turn, every point of contact invokes a truly authentic Seychelles experience.

A stay at Indian Ocean Lodge is the next best thing to calling Seychelles home.",ACCOMM,"https://assets.parrapi.com/images/28cc0559e0a5d92a9e4f4fa9f39566ba.jpeg?rect=152,0,2432,1824&w=280&h=210&rot=360","-4.326732,55.7130485","[{'address_type': 'PHYSICAL', 'address_line': 'Indian Ocean Lodge', 'address_line2': 'Indian Ocean Lodge', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Grand Anse', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=609e33027d771903bdf106a9&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
12,6088f80f33a7df2c89469051,SY0000287,ACTIVE,Mon Aug 14 2023 11:34:55 GMT+0400 (+04),6088f73ea9f5d027b22d5b66,OR0000201,Islander Hotel,Islander Hotel,"The Islander Hotel offers comfortable relaxation in a holiday home of your choice, in self-contained Creole-style bungalows, ranging from Standard, Superior, and Family Villa. All accommodations stand proudly amongst well-tended lush gardens, filled with a riot of flowering shrubs close to the hotel's private beach. The beach is a few steps away, providing the ultimate enjoyment of sun, sea, and sand practically on your doorstep, and capping mostly every day with glorious sunsets. Enjoy our gazebo in the Balinese style, with beach beds, chairs and tables, an outdoor shower, and other amenities.",ACCOMM,"https://assets.parrapi.com/images/8c82afcf65bfefc7b9cd903ed990982d.jpeg?rect=0,0,4032,3024&w=280&h=210&rot=360","-4.309571,55.6824977","[{'address_type': 'PHYSICAL', 'address_line': 'Anse Kerlan', 'address_line2': 'Islander Hotel', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Grand Anse', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=6088f80f33a7df2c89469051&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
13,6111186ce177483cb8fa7e9a,SY0000478,ACTIVE,Tue Jul 04 2023 08:33:19 GMT+0400 (+04),6111175b7799af5d846a3800,OR0000317,La Digue Island Lodge,La Digue Island Lodge,"La Digue Island Lodge Resort is well known for its iconic A-frame chalets as an original Creole resort on the island of La Digue. Nestled amongst 17.51 acres of lush tropical gardens, hemmed in by a beautiful sandy semi-private stretch of beach on Anse Reunion. The resort is anchored by the nationally protected antique plantation Yellow House. The beachfront boasts a magnificent vista of the neighboring islands and a beautiful bay protected by a reef. One can enjoy cocktails with colorful sunset painted skies daily while lounging on the beach, pool deck or their beach front patios. Couples can enjoy intimate, exclusive settings while families and children have ample space to explore and be active.",ACCOMM,"https://assets.parrapi.com/images/7074767f82a22fd6825da6622c63a730.jpeg?rect=700,0,4203,3152&w=280&h=210&rot=360","0,0","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '83', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=6111186ce177483cb8fa7e9a&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
14,6343dad2effa85334e128dd8,SY0001245,ACTIVE,Wed Oct 12 2022 08:38:42 GMT+0400 (+04),6343da9216a967390d77d603,OR0001007,La Digue Luxury Beach Bungalow Spa & Gym,La Digue Luxury Beach Bungalow Spa & Gym,"La Digue Luxury Beach Bungalow Spa and Gym has been built with a precise location uniquely chosen to indulge and accommodate all our hotel guests and customers with a peaceful and relaxing atmosphere,  The rooms are located steps away to the beach and have  a breath taking view of the ocean.  For our Spa we have chosen the best products to compliment the services we are offering. Watching over to the manifique view of the ocean and near by islands. Our spa offers our services to both the General public and our hotel guests. ❤️",ACCOMM,"https://assets.parrapi.com/images/bd19d32fc356821dd9c79e056bd17f14.jpeg?rect=0,882,3024,2268&w=280&h=210&rot=360","-4.3592506,55.8231654","[{'address_type': 'PHYSICAL', 'address_line': 'Anse Reunion ', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=6343dad2effa85334e128dd8&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
15,62ce4f114da8882b97286e6d,SY0000999,ACTIVE,Mon Sep 25 2023 15:33:43 GMT+0400 (+04),62ce4e57e69fb30bfe522917,OR0000768,laïla Resort,Laïla - A Tribute Portfolio Resort by Marriott,"Explorer Spirit at Paradise Pace.

Our resort is a place which allows you to embrace and explore the  unspoilt landscape, a place which holds a real respect for nature,  for wildlife, for flora. It is a place where we celebrate all who stay  and live here, living in complete harmony in a country which is  born from a melting pot of Europeans, Africans and Asians.

It is also a place where we are released from the constraints of high walls and gates. The Nespresso machines due to the lack of  conviviality of the communal spaces, the 7pm bedtimes as there is  nothing else to do, the fish which you can’t catch and eat yourself  for health and safety reasons of course, the boat trips en masse  unauthentic personified.

Our resort is a place for living, unbound from the constraints of  urban life and limitless in exploration. Where you feel revitalised,  through the formation of deep connections with all who live there  and the nature that surrounds you. Where you’re freed to live to  your natural rhythm.",ACCOMM,"https://assets.parrapi.com/images/ab282452526e94e25c987e27b26ef3f3.jpeg?rect=437,0,2625,1969&w=280&h=210&rot=360","-4.738889796369488,55.51853746175766","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Anse Royale', 'city': 'Anse Royale', 'state': 'Anse Royale', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=62ce4f114da8882b97286e6d&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
16,605c3f8b764fa50a37d9b898,SY0000151,ACTIVE,Tue Aug 22 2023 08:35:06 GMT+0400 (+04),605c3eddf086d52289b0395e,OR0000055,Le Duc de Praslin Hotel & Villas,Le Duc de Praslin Hotel & Villas,"Bespoke hotel that caters for all ages with a variety of accommodation, 2 restaurants and 3 bars. Offers a viby atmosphere especially on weekends. 
The New Ocean Rooms have partial view on the ocean and is also host to our Elodia Spa and Fitness Gym.
Further inland, our superior rooms, family suites and honeymoon suites look on to beautiful gardens and koi fish ponds.
The main restaurant Le Dauphin provides for amazing daily buffets.
Our Cafe des Arts restaurant is one of the most popular restaurants in Seychelles offering a great variety of dishes and set on the beautiful Cote D'Or beach.  The decking along the restaurant provides for great relaxation.  Private kiosks are also available for intimate dining. Three  villas are located on the hill with impeccable views, with full butler service and host. All villas come with a car.
The hotel has won several awards over the past year for its great service.",ACCOMM,"https://assets.parrapi.com/images/92ce33fab813b7fad296e9d8362ae824.jpeg?rect=227,0,3627,2720&w=280&h=210&rot=360","-4.31398232559054,55.742241740226746","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Hotel & Villas', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Baie St Anne', 'city': 'Cap Samy', 'state': 'Baie Sainte Anne', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=605c3f8b764fa50a37d9b898&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
17,62d6ae03ba2b390bc7fc7f4f,SY0001078,ACTIVE,Wed Jun 21 2023 09:01:43 GMT+0400 (+04),628f817984ddfe2c1fdca556,OR0000671,Le Nautique Luxury Waterfront Hotel,Le Nautique Luxury Waterfront Hotel,"With an eye for modern coastal design yet still reflective of our past, our luxury waterfront hotel has been carefully crafted to reflect the rich history and colourful culture of the Seychelles Islands.

Our luxury waterfront rooms feature a contemporary coastal design, incorporating all the creature comforts a seasoned traveller could ever desire – handmade king-sized beds, luxurious European linens, complimentary Wi-Fi, cable tv, walk-in rain showers, flat screen TVs, air conditioning, Nespresso machines, and fridges to name just a few.

Did we also mention that all of our rooms are only steps to the glistening Indian Ocean? At Le Nautique we wish to offer our guests something different; a fresh, personalised and memorable island experience, unlike any anything else in the Seychelles.

Our hotel also features a highly ranked waterfront restaurant, cocktail and swimming pool and  is ideally situated to explore everything the La Digue has to offer. Immerse yourself in the local culture, cuisine and island life surrounded by luxury, comfort, enviable views and quiet calm – the perfect Seychelles experience.",ACCOMM,"https://assets.parrapi.com/images/8427852e2e9fe2c2f58a34c175742c8c.jpeg?rect=191,0,3044,2283&w=280&h=210&rot=360","0,0","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=62d6ae03ba2b390bc7fc7f4f&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
18,60599031bb38240a98de0e3c,SY0000144,ACTIVE,Thu Jun 01 2023 08:32:47 GMT+0400 (+04),605979abdd398e69cc218457,OR0000049,Le Relax Hotel and Restaurant ,Le Relax Beach House,"This property is located along the white sand Anse La Reunion Beach, Le Relax Beach house offers a terrace with outdoor furniture, and sun loungers on the sand. 

The air-conditioned rooms feature tropical décor and a seating area with satellite TV and a mini-bar. The private bathroom comes with a bathrobe, slippers and complimentary toiletries.

Guests can enjoy Creole, Indian and Intercontinental cuisine in the restaurant. They can also relax by the beach or in the shared lounge. Daily excursions, such as a snorkeling trip to Ile Cocos Island, can be arranged upon request.

Le Relax Beach House is only 0.6 mi from the La Digue Inter-Island Ferry. Anse Source d’Agent Beach and Anse Sévère Beach are located 1.2 mi from the guest house.

This is our guests' favorite part of La Digue, according to independent reviews.",ACCOMM,"https://assets.parrapi.com/images/5b4fb8e833b72e7b7e01aefe7f268b41.jpeg?rect=0,0,2048,1536&w=280&h=210&rot=360","-4.358525,55.8301177","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': 'La Digue', 'state': 'La Digue', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=60599031bb38240a98de0e3c&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
19,60597a9f1b3c5207fafa29a1,SY0000141,ACTIVE,Thu Jun 01 2023 08:31:38 GMT+0400 (+04),605979abdd398e69cc218457,OR0000049,Le Relax Hotel and Restaurant ,Le Relax Hotel and Restaurant,"This property is a 6-minute walk from the beach. A 5-minute walk to Anse Royale Beach on the coast of the Indian Ocean, Le Relax Hotel and Restaurant offers an outdoor swimming pool and sun terrace overlooking the bay. Guests can make use of the WiFi available in all rooms and public areas.

The comfortable rooms at Le Relax are air-conditioned and each feature a terrace with sea or pool views. They come with a flat-screen satellite TV and private bathroom with a shower and free toiletries.

Le Relax Hotel and Restaurant has a poolside bar and restaurant serving Creole and Indo-Seychellois dishes as well as International cuisine. Free private parking is available.

Victoria is 12 mi from Le Relax Hotel and Restaurant, while Beau Vallon is 14 mi away. Seychelles International Airport is 5.9 mi away.",ACCOMM,"https://assets.parrapi.com/images/7d13d8a2e5ae79b6c02d89b5dd4f5c6b.jpeg?rect=0,0,2048,1536&w=280&h=210&rot=360","0,0","[{'address_type': 'PHYSICAL', 'address_line': 'Anse Royale, Mahe-Seychelles', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Anse Royale', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=60597a9f1b3c5207fafa29a1&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
